Product Card Id,Product Name,Product Price,Product Image,Product Category Id,Department Id
116,Nike Men's Comfort 2 Slide,44.99000168,http://images.acmesports.sports/Nike+Men%27s+Comfort+2+Slide,6,2
235,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,http://images.acmesports.sports/Under+Armour+Hustle+Storm+Medium+Duffle+Bag,11,3
273,Under Armour Kids' Mercenary Slide,27.98999977,http://images.acmesports.sports/Under+Armour+Kids%27+Mercenary+Slide,13,3
282,Under Armour Women's Ignite PIP VI Slide,31.98999977,http://images.acmesports.sports/Under+Armour+Women%27s+Ignite+PIP+VI+Slide,13,3
359,Nike Men's Free TR 5.0 TB Training Shoe,99.98999786,http://images.acmesports.sports/Nike+Men%27s+Free+TR+5.0+TB+Training+Shoe,16,3
565,adidas Youth Germany Black/Red Away Match Soc,70.0,http://images.acmesports.sports/adidas+Youth+Germany+Black%2FRed+Away+Match+Soccer+Jersey,26,5
572,TYR Boys' Team Digi Jammer,39.99000168,http://images.acmesports.sports/TYR+Boys%27+Team+Digi+Jammer,26,5
804,Glove It Women's Imperial Golf Glove,19.98999977,http://images.acmesports.sports/Glove+It+Women%27s+Imperial+Golf+Glove,36,6
822,Titleist Pro V1x High Numbers Golf Balls,47.99000168,http://images.acmesports.sports/Titleist+Pro+V1x+High+Numbers+Golf+Balls,37,6
835,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+Carolina+Panthers+Golf...,37,6
276,Under Armour Women's Ignite Slide,31.98999977,http://images.acmesports.sports/Under+Armour+Women%27s+Ignite+Slide,13,3
823,Titleist Pro V1x High Numbers Personalized Go,51.99000168,http://images.acmesports.sports/Titleist+Pro+V1x+High+Numbers+Personalized+Golf+Balls,37,6
203,GoPro HERO3+ Black Edition Camera,399.9899902,http://images.acmesports.sports/GoPro+HERO3%2B+Black+Edition+Camera,10,3
364,Total Gym 1400,299.9899902,http://images.acmesports.sports/Total+Gym+1400,17,4
1350,Children's heaters,357.1000061,http://images.acmesports.sports/Children+heaters,63,4
897,Team Golf New England Patriots Putter Grip,24.98999977,http://images.acmesports.sports/Team+Golf+New+England+Patriots+Putter+Grip,40,6
37,adidas Kids' F5 Messi FG Soccer Cleat,34.99000168,http://images.acmesports.sports/adidas+Kids%27+F5+Messi+FG+Soccer+Cleat,3,2
172,Nike Women's Tempo Shorts,30.0,http://images.acmesports.sports/Nike+Women%27s+Tempo+Shorts,9,3
810,Glove It Women's Mod Oval Golf Glove,19.98999977,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+Golf+Glove,36,6
821,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,http://images.acmesports.sports/Titleist+Pro+V1+High+Numbers+Personalized+Golf+Balls,37,6
93,Under Armour Men's Tech II T-Shirt,24.98999977,http://images.acmesports.sports/Under+Armour+Men%27s+Tech+II+T-Shirt,5,2
1347,Baby sweater,59.08000183,http://images.acmesports.sports/Baby+sweater,60,4
305,Mio ALPHA Heart Rate Monitor/Sport Watch,199.0,http://images.acmesports.sports/Mio+ALPHA+Heart+Rate+Monitor%2FSport+Watch,38,6
1004,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,45,7
1346,Sports Books ,31.07999992,http://images.acmesports.sports/Sports+Books,59,8
58,Diamondback Boys' Insight 24 Performance Hybr,299.9899902,http://images.acmesports.sports/Diamondback+Boys%27+Insight+24+Performance+Hybrid+Bike+2014,4,2
311,Polar Loop Activity Tracker,109.9499969,http://images.acmesports.sports/Polar+Loop+Activity+Tracker,38,6
303,Garmin Forerunner 910XT GPS Watch,399.9899902,http://images.acmesports.sports/Garmin+Forerunner+910XT+GPS+Watch,38,6
1354,DVDs ,164.3800049,http://images.acmesports.sports/DVDs,67,9
1348,CDs of rock,11.28999996,http://images.acmesports.sports/CDs+of+rock,61,9
78,Nike Kids' Grade School KD VI Basketball Shoe,99.98999786,http://images.acmesports.sports/Nike+Kids%27+Grade+School+KD+VI+Basketball+Shoe,5,2
258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,94.98999786,http://images.acmesports.sports/Nike+Women%27s+Free+5.0+TR+FIT+PRT+4+Training+Shoe,12,3
797,Hirzl Women's Soffft Flex Golf Glove,17.98999977,http://images.acmesports.sports/Hirzl+Women%27s+Soffft+Flex+Golf+Glove,36,6
981,The North Face Women's Recon Backpack,99.0,http://images.acmesports.sports/The+North+Face+Women%27s+Recon+Backpack,44,7
1355,Lawn mower,532.5800171,http://images.acmesports.sports/Lawn+mower,68,6
135,Nike Dri-FIT Crew Sock 6 Pack,22.0,http://images.acmesports.sports/Nike+Dri-FIT+Crew+Sock+6+Pack,7,2
134,Nike Women's Legend V-Neck T-Shirt,25.0,http://images.acmesports.sports/Nike+Women%27s+Legend+V-Neck+T-Shirt,7,2
845,Garmin Approach S4 Golf GPS Watch,299.9899902,http://images.acmesports.sports/Garmin+Approach+S4+Golf+GPS+Watch,38,6
982,insta-bed Neverflat Air Mattress,149.9900055,http://images.acmesports.sports/insta-bed+Neverflat+Air+Mattress,44,7
625,Nike Men's Kobe IX Elite Low Basketball Shoe,199.9900055,http://images.acmesports.sports/Nike+Men%27s+Kobe+IX+Elite+Low+Basketball+Shoe,29,5
1359,Adult dog supplies,84.40000153,http://images.acmesports.sports/Adult+dog+supplies,72,11
1356,First aid kit,293.0400085,http://images.acmesports.sports/First+aid+kit,69,12
607,Garmin Approach S3 Golf GPS Watch,249.9900055,http://images.acmesports.sports/Garmin+Approach+S3+Golf+GPS+Watch,41,6
1358,Rock music,260.6499939,http://images.acmesports.sports/Rock+music,71,9
1362,Fighting video games,39.75,http://images.acmesports.sports/Fighting+video+games,75,9
295,Fitbit The One Wireless Activity & Sleep Trac,99.94999695,http://images.acmesports.sports/Fitbit+The+One+Wireless+Activity+%26+Sleep+Tracker,38,6
127,Stiga Master Series ST3100 Competition Indoor,329.9899902,http://images.acmesports.sports/Stiga+Master+Series+ST3100+Competition+Indoor+Table+Tennis...,7,2
61,Diamondback Girls' Clarity 24 Hybrid Bike 201,299.9899902,http://images.acmesports.sports/Diamondback+Girls%27+Clarity+24+Hybrid+Bike+2014,4,2
35,adidas Brazuca 2014 Official Match Ball,159.9900055,http://images.acmesports.sports/adidas+Brazuca+2014+Official+Match+Ball,3,2
858,GolfBuddy VT3 GPS Watch,199.9900055,http://images.acmesports.sports/GolfBuddy+VT3+GPS+Watch,38,6
860,Bushnell Pro X7 Jolt Slope Rangefinder,599.9899902,http://images.acmesports.sports/Bushnell+Pro+X7+Jolt+Slope+Rangefinder,38,6
216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,189.0,http://images.acmesports.sports/Yakima+DoubleDown+Ace+Hitch+Mount+4-Bike+Rack,10,3
19,Nike Men's Fingertrap Max Training Shoe,124.9899979,http://images.acmesports.sports/Nike+Men%27s+Fingertrap+Max+Training+Shoe,2,2
226,Bowflex SelectTech 1090 Dumbbells,599.9899902,http://images.acmesports.sports/Bowflex+SelectTech+1090+Dumbbells,11,3
208,SOLE E35 Elliptical,1999.98999,http://images.acmesports.sports/SOLE+E35+Elliptical,10,3
793,Hirzl Women's Hybrid Golf Glove,14.98999977,http://images.acmesports.sports/Hirzl+Women%27s+Hybrid+Golf+Glove,36,6
792,Hirzl Men's Hybrid Golf Glove,14.98999977,http://images.acmesports.sports/Hirzl+Men%27s+Hybrid+Golf+Glove,36,6
786,TaylorMade 2014 Purelite Stand Bag,179.9900055,http://images.acmesports.sports/TaylorMade+2014+Purelite+Stand+Bag,35,6
778,Bag Boy Beverage Holder,24.98999977,http://images.acmesports.sports/Bag+Boy+Beverage+Holder,35,6
777,Bag Boy M330 Push Cart,79.98999786,http://images.acmesports.sports/Bag+Boy+M330+Push+Cart,35,6
775,Clicgear 8.0 Shoe Brush,9.989999771,http://images.acmesports.sports/Clicgear+8.0+Shoe+Brush,35,6
773,Titleist Small Wheeled Travel Cover,249.9900055,http://images.acmesports.sports/Titleist+Small+Wheeled+Travel+Cover,35,6
771,Clicgear Rovic Cooler Bag,39.99000168,http://images.acmesports.sports/Clicgear+Rovic+Cooler+Bag,35,6
768,Titleist Club Glove Travel Cover,299.9899902,http://images.acmesports.sports/Titleist+Club+Glove+Travel+Cover,35,6
743,Ogio Race Golf Shoes,169.9900055,http://images.acmesports.sports/Ogio+Race+Golf+Shoes,34,6
730,LIJA Women's Argyle Golf Polo,80.0,http://images.acmesports.sports/LIJA+Women%27s+Argyle+Golf+Polo,33,6
728,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,http://images.acmesports.sports/LIJA+Women%27s+Eyelet+Sleeveless+Golf+Polo,33,6
725,LIJA Women's Button Golf Dress,108.0,http://images.acmesports.sports/LIJA+Women%27s+Button+Golf+Dress,33,6
724,LIJA Women's Mid-Length Panel Golf Shorts,100.0,http://images.acmesports.sports/LIJA+Women%27s+Mid-Length+Panel+Golf+Shorts,33,6
715,TaylorMade Women's RBZ SL Rescue,129.9900055,http://images.acmesports.sports/TaylorMade+Women%27s+RBZ+SL+Rescue,32,6
705,Cleveland Golf Women's 588 RTX CB Satin Chrom,119.9899979,http://images.acmesports.sports/Cleveland+Golf+Women%27s+588+RTX+CB+Satin+Chrome+Wedge,32,6
703,Top Flite Women's 2014 XL Hybrid,19.98999977,http://images.acmesports.sports/Top+Flite+Women%27s+2014+XL+Hybrid,32,6
691,MDGolf Pittsburgh Penguins Putter,79.98999786,http://images.acmesports.sports/MDGolf+Pittsburgh+Penguins+Putter,31,6
677,TaylorMade White Smoke IN-12 Putter,99.98999786,http://images.acmesports.sports/TaylorMade+White+Smoke+IN-12+Putter,31,6
671,Cleveland Golf Collegiate My Custom Wedge 588,209.9900055,http://images.acmesports.sports/Cleveland+Golf+Collegiate+My+Custom+Wedge+588+RTX+Forged...,31,6
666,Merrell Men's All Out Flash Trail Running Sho,109.9899979,http://images.acmesports.sports/Merrell+Men%27s+All+Out+Flash+Trail+Running+Shoe,30,6
652,Merrell Women's Grassbow Sport Waterproof Hik,129.9900055,http://images.acmesports.sports/Merrell+Women%27s+Grassbow+Sport+Waterproof+Hiking+Shoe,30,6
647,Merrell Women's Siren Mid Waterproof Hiking B,134.9900055,http://images.acmesports.sports/Merrell+Women%27s+Siren+Mid+Waterproof+Hiking+Boot,30,6
646,Merrell Women's Grassbow Sport Hiking Shoe,99.98999786,http://images.acmesports.sports/Merrell+Women%27s+Grassbow+Sport+Hiking+Shoe,30,6
1361,Toys ,11.53999996,http://images.acmesports.sports/Toys ,74,7
1073,Pelican Sunstream 100 Kayak,199.9900055,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,48,7
1059,Pelican Maverick 100X Kayak,349.9899902,http://images.acmesports.sports/Pelican+Maverick+100X+Kayak,48,7
1014,O'Brien Men's Neoprene Life Vest,49.97999954,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,46,7
